Lon,Lat,Est,Tmax,Fecha
-103.77,18.81,Laguna de Amela Col.,33.9,2024-02-01
-103.87,18.91,Tecomán Col.,33.0,2024-02-01
-103.8,19.21,Coquimatlán Col.,31.8,2024-02-01
-103.73,19.22,La Posta Col.,32.8,2024-02-01
-104.1,18.94,Radar Col.,34.1,2024-02-01
-103.81,19.33,Peñitas Col.,35.0,2024-02-01
-103.6,19.32,Cuauhtémoc Col.,30.6,2024-02-01
-104.32,19.04,Observatorio de Manzanillo Col.,29.6,2024-02-01
-103.88,19.11,Presa derivadora Jala Col.,31.7,2024-02-01
-103.61,19.25,Buenavista Col.,33.8,2024-02-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,27.8,2024-02-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,28.7,2024-02-01
-110.95,18.73,Isla Socorro Col. SEMAR*,27.3,2024-02-01
-103.73,19.23,Observatorio de Colima Col. SMN*,33.6,2024-02-01
-104.06,19.39,Minatitlán,30.2,2024-02-01
-103.87,19.17,La Esperanza Col.,35.3,2024-03-01
-103.73,18.76,Cerro de Ortega Col.,33.3,2024-03-01
-103.77,18.81,Laguna de Amela Col.,33.6,2024-03-01
-103.87,18.91,Tecomán Col.,33.0,2024-03-01
-103.8,19.21,Coquimatlán Col.,33.0,2024-03-01
-103.73,19.22,La Posta Col.,34.9,2024-03-01
-104.1,18.94,Radar Col.,31.3,2024-03-01
-103.81,19.33,Peñitas Col.,37.0,2024-03-01
-103.6,19.32,Cuauhtémoc Col.,30.5,2024-03-01
-104.32,19.04,Observatorio de Manzanillo Col.,28.8,2024-03-01
-103.88,19.11,Presa derivadora Jala Col.,32.5,2024-03-01
-103.61,19.25,Buenavista Col.,34.2,2024-03-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,26.0,2024-03-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,30.0,2024-03-01
-110.95,18.73,Isla Socorro Col. SEMAR*,27.7,2024-03-01
-103.73,19.23,Observatorio de Colima Col. SMN*,35.5,2024-03-01
-104.06,19.39,Minatitlán,32.6,2024-03-01
-104.3,19.07,Manzanillo Col. SEMAR*,28.6,2024-03-01
-103.87,19.17,La Esperanza Col.,35.4,2024-04-01
-103.73,18.76,Cerro de Ortega Col.,34.0,2024-04-01
-103.77,18.81,Laguna de Amela Col.,34.4,2024-04-01
-103.87,18.91,Tecomán Col.,33.9,2024-04-01
-103.8,19.21,Coquimatlán Col.,33.1,2024-04-01
-103.73,19.22,La Posta Col.,36.9,2024-04-01
-104.1,18.94,Radar Col.,30.3,2024-04-01
-103.81,19.33,Peñitas Col.,38.4,2024-04-01
-103.6,19.32,Cuauhtémoc Col.,32.6,2024-04-01
-104.32,19.04,Observatorio de Manzanillo Col.,28.9,2024-04-01
-103.88,19.11,Presa derivadora Jala Col.,33.8,2024-04-01
-103.61,19.25,Buenavista Col.,35.7,2024-04-01
-104.56,19.15,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,25.7,2024-04-01
-103.58,19.28,Aeropuerto Nacional de Colima Col.*,31.0,2024-04-01
-110.95,18.73,Isla Socorro Col. SEMAR*,28.4,2024-04-01
-104.06,19.39,Minatitlán,33.5,2024-04-01
-104.3,19.07,Manzanillo Col. SEMAR*,29.5,2024-04-01
